year,month,day,RPT,VAL,ROS,KIL,SHA,BIR,DUB,CLA,MUL,CLO,BEL,MAL
78.0,9.0,4.0,7.5,11.67,3.42,2.54,6.79,6.67,5.09,3.92,6.54,3.88,9.13,10.88
75.0,11.0,10.0,6.46,7.21,8.0,3.29,4.5,1.96,6.13,4.42,6.87,6.5,4.29,16.42
63.0,8.0,13.0,7.96,7.08,6.67,3.67,7.12,4.12,6.58,6.63,5.91,8.96,8.83,10.75
64.0,5.0,15.0,5.33,9.46,7.29,5.37,9.71,5.71,5.25,6.54,4.42,7.21,9.38,7.5
61.0,9.0,8.0,5.75,9.71,3.63,2.75,7.67,2.67,3.17,4.42,2.5,4.21,8.25,5.79
66.0,2.0,11.0,12.58,11.79,11.5,5.09,15.71,8.67,11.42,14.25,9.96,10.25,17.75,16.04
68.0,1.0,16.0,24.92,22.25,21.0,14.37,17.29,12.5,15.54,14.37,12.04,10.58,16.66,14.96
69.0,4.0,21.0,13.33,12.04,15.34,7.71,13.0,7.71,12.83,13.13,10.08,13.17,19.62,32.05
78.0,9.0,26.0,13.7,14.83,10.41,7.71,14.29,9.62,16.58,12.29,12.29,11.42,18.79,22.88
71.0,1.0,8.0,24.92,22.88,19.46,15.34,17.0,14.33,14.62,15.87,15.16,17.5,30.04,26.46
75.0,11.0,5.0,10.0,10.13,8.46,2.08,9.08,2.54,6.38,3.63,7.08,5.25,10.71,14.21
67.0,4.0,11.0,11.67,13.96,19.67,9.67,10.58,7.25,11.83,7.92,7.5,10.54,12.33,15.67
63.0,6.0,23.0,15.59,14.0,14.83,7.96,15.04,10.75,11.87,13.0,9.83,12.71,17.96,16.25
78.0,7.0,11.0,11.21,4.0,3.92,2.46,7.08,2.83,2.83,5.79,6.58,4.25,5.21,6.71
62.0,4.0,25.0,4.04,8.29,4.08,2.04,4.54,3.79,5.83,9.17,4.0,6.25,19.0,11.54
72.0,7.0,18.0,12.67,4.71,17.04,4.5,6.38,8.0,9.96,5.66,8.58,3.54,10.29,4.75
78.0,4.0,10.0,17.12,14.17,16.04,8.96,10.96,7.96,11.79,10.46,9.83,10.71,16.79,22.71
64.0,9.0,4.0,6.71,3.21,4.29,2.42,5.25,1.17,2.46,2.17,2.37,4.08,4.5,4.71
61.0,10.0,21.0,10.46,7.83,10.71,6.83,9.54,6.83,7.5,6.08,7.38,11.08,10.88,13.46
66.0,10.0,13.0,13.67,9.5,9.54,5.04,9.75,5.5,4.75,6.75,5.09,5.0,10.25,12.92
73.0,8.0,27.0,16.33,9.67,9.79,5.88,10.37,5.5,2.92,4.04,6.08,5.41,10.75,13.42
76.0,2.0,28.0,8.54,10.54,9.46,4.92,7.5,5.29,6.71,8.04,10.58,9.96,14.75,16.83
74.0,6.0,5.0,17.04,14.62,11.46,7.58,15.12,9.04,11.75,13.75,10.79,8.96,18.46,18.88
67.0,7.0,9.0,11.38,10.79,10.88,5.41,13.0,7.38,10.0,14.75,9.13,10.17,22.0,19.75
65.0,10.0,18.0,8.38,5.46,9.29,2.83,3.83,1.46,5.33,2.83,4.42,4.88,5.04,7.04
78.0,6.0,7.0,10.37,9.87,8.96,5.58,11.79,8.12,7.12,9.38,7.46,7.0,11.54,16.25
73.0,12.0,29.0,21.12,18.58,20.12,12.08,16.0,14.0,16.33,15.96,16.13,18.34,24.54,29.04
71.0,3.0,19.0,33.04,25.41,26.75,20.46,23.5,18.46,24.25,19.21,19.79,23.63,26.58,35.0
64.0,4.0,26.0,9.13,11.38,9.75,8.04,11.54,8.08,7.21,10.21,6.5,11.25,10.63,8.04
71.0,11.0,29.0,11.67,10.79,12.04,3.21,11.79,8.0,7.83,7.62,7.67,10.0,19.75,21.37
68.0,2.0,5.0,10.21,10.41,5.79,3.0,11.5,4.21,6.67,6.5,3.67,5.0,10.21,13.37
76.0,11.0,21.0,7.5,1.42,9.59,1.79,1.29,2.75,8.46,1.54,2.25,5.54,6.38,14.33
72.0,4.0,1.0,14.83,14.12,15.63,8.5,15.83,11.87,17.04,15.25,14.46,11.83,18.66,17.83
67.0,11.0,20.0,2.92,1.63,6.34,1.5,5.83,1.21,0.58,2.67,1.08,1.29,5.91,8.33
75.0,5.0,4.0,1.63,3.96,5.37,0.46,4.08,0.63,0.92,1.42,3.42,1.67,3.83,3.79
72.0,8.0,2.0,14.88,10.46,8.25,7.25,10.08,5.13,11.5,8.33,10.71,10.17,13.08,18.12
65.0,11.0,8.0,16.13,8.54,15.12,10.29,12.62,8.12,9.59,8.08,8.75,12.87,12.83,14.92
73.0,6.0,12.0,16.17,16.75,16.29,9.87,14.83,12.33,13.75,16.33,13.83,15.59,23.13,27.16
65.0,1.0,15.0,16.83,19.33,11.79,8.79,14.46,10.75,17.08,12.38,11.46,13.33,20.08,21.34
74.0,3.0,16.0,16.08,17.08,15.0,11.54,17.96,12.62,18.96,17.79,14.96,14.75,22.67,19.67
64.0,6.0,20.0,11.5,6.04,11.58,6.63,10.13,6.08,10.25,7.38,9.17,11.63,8.75,15.96
73.0,1.0,20.0,11.17,12.0,7.5,4.96,9.59,5.21,11.12,7.46,8.33,6.83,14.25,17.54
74.0,11.0,17.0,4.25,2.33,5.63,0.33,3.88,1.46,5.88,1.63,3.88,2.0,2.96,10.04
70.0,10.0,19.0,22.67,17.71,17.41,11.63,18.66,12.96,18.58,15.29,17.12,15.41,23.42,32.58
61.0,4.0,9.0,13.37,11.12,13.08,8.83,11.75,10.21,9.96,9.59,10.54,10.5,10.13,15.34
68.0,10.0,25.0,5.04,1.58,5.29,1.04,4.5,0.37,1.13,2.21,2.0,1.71,5.83,7.71
67.0,1.0,23.0,22.88,19.79,15.25,10.25,17.83,10.21,10.08,11.92,9.54,13.0,15.67,23.67
64.0,12.0,26.0,8.87,11.12,5.96,2.75,8.17,5.79,8.71,5.25,5.63,8.83,11.92,12.5
67.0,7.0,1.0,8.79,9.46,9.96,4.71,10.75,7.04,6.0,8.79,6.79,7.46,15.92,14.67
61.0,11.0,6.0,7.96,5.83,4.83,3.04,7.92,4.71,8.21,6.63,6.08,8.12,12.58,13.5
75.0,12.0,13.0,13.62,7.0,18.5,4.08,3.71,1.5,9.5,1.96,6.63,4.67,6.79,12.87
69.0,5.0,3.0,8.08,4.67,5.58,3.79,6.5,2.0,5.71,3.29,3.46,6.5,5.33,27.88
68.0,12.0,20.0,15.75,8.87,13.08,5.54,6.92,3.88,7.5,2.04,6.04,5.66,9.29,16.71
71.0,11.0,13.0,13.88,12.25,11.5,7.12,10.37,8.54,10.0,6.71,9.87,9.96,15.96,25.96
72.0,12.0,18.0,9.87,16.04,14.33,8.25,13.75,11.58,15.71,10.63,9.38,6.17,13.79,25.5
66.0,10.0,10.0,12.87,8.96,10.04,3.96,9.13,4.25,2.83,3.83,3.71,6.04,13.08,11.92
66.0,11.0,3.0,10.67,4.83,7.25,2.42,6.63,3.17,5.17,5.46,3.58,5.58,7.96,16.13
73.0,9.0,10.0,9.46,1.75,15.5,3.25,6.08,5.66,6.79,4.29,6.63,3.5,8.08,9.92
73.0,6.0,9.0,12.0,10.54,7.75,8.08,14.88,10.46,14.79,11.75,12.04,10.75,15.25,20.33
68.0,3.0,2.0,10.54,8.29,6.5,4.71,6.25,2.88,7.08,4.17,5.04,6.96,8.54,10.46
71.0,3.0,27.0,3.96,5.83,7.46,2.04,6.75,3.75,5.79,5.54,5.46,5.37,13.7,13.96
78.0,8.0,27.0,4.21,1.75,6.21,2.21,1.42,2.58,1.54,1.58,2.88,3.79,8.75,9.59
63.0,5.0,6.0,12.38,11.58,12.29,8.25,12.58,9.46,13.67,11.67,10.13,12.62,17.71,15.54
74.0,10.0,1.0,8.54,4.08,8.33,3.96,5.5,2.0,6.79,4.88,4.63,4.08,7.33,16.54
78.0,8.0,4.0,5.25,5.58,6.46,2.13,3.29,2.25,5.54,0.83,4.42,2.37,5.46,12.71
65.0,5.0,24.0,10.71,10.08,10.34,5.0,12.0,6.25,8.96,3.54,3.96,6.75,5.17,12.75
74.0,9.0,11.0,16.71,13.0,12.67,5.54,12.46,9.33,9.13,10.34,9.17,6.71,9.17,11.71
73.0,4.0,3.0,14.62,13.83,12.58,7.46,10.46,9.46,12.21,10.5,10.08,10.54,18.58,19.95
74.0,4.0,18.0,7.21,4.0,15.41,3.71,5.21,3.29,2.25,3.0,3.21,1.67,6.63,5.33
68.0,4.0,29.0,8.21,3.79,5.63,2.75,8.83,2.42,4.17,5.25,2.58,4.38,8.04,13.79
70.0,8.0,19.0,11.0,10.25,16.38,5.5,8.71,4.96,5.88,6.29,6.67,3.37,13.04,14.5
69.0,11.0,12.0,9.13,6.92,5.88,2.58,8.25,3.63,7.04,3.54,2.75,3.54,9.0,14.88
77.0,7.0,26.0,12.79,7.92,8.21,5.71,11.42,7.33,11.58,6.46,7.79,8.08,10.63,15.63
66.0,10.0,22.0,4.75,3.0,3.96,0.71,4.88,2.62,5.91,0.67,1.96,6.04,8.12,13.79
72.0,4.0,25.0,7.0,4.67,9.29,2.58,4.21,1.83,5.21,3.96,4.42,2.17,5.5,6.38
77.0,6.0,11.0,13.75,10.58,21.0,8.08,9.46,10.17,14.79,8.63,9.83,10.96,18.34,19.12
61.0,6.0,29.0,7.41,10.46,7.96,6.79,12.62,7.08,8.33,9.46,7.08,10.92,20.88,10.79
70.0,11.0,12.0,12.71,15.54,9.29,5.88,11.75,7.92,15.09,9.75,10.37,10.17,17.46,23.0
77.0,12.0,29.0,14.33,10.41,9.92,7.12,14.21,9.42,15.71,11.75,12.33,10.75,15.5,23.71
70.0,9.0,5.0,3.37,6.67,7.62,4.83,9.46,7.33,10.34,7.62,9.87,8.58,12.5,20.21
68.0,5.0,14.0,8.71,9.21,11.08,4.21,10.21,5.79,6.92,9.38,5.96,4.83,14.58,10.54
76.0,2.0,22.0,18.16,18.84,15.46,10.83,13.88,11.71,12.08,14.67,15.92,16.92,22.71,25.25
62.0,10.0,6.0,9.59,11.08,8.25,4.88,10.08,6.87,6.25,9.54,5.46,8.96,17.46,12.38
64.0,9.0,14.0,17.67,13.46,14.04,8.29,15.12,9.96,9.42,11.21,11.71,13.54,17.96,18.63
64.0,3.0,9.0,9.75,6.25,19.04,6.34,8.83,5.79,10.29,6.96,5.33,7.96,10.71,12.38
75.0,3.0,30.0,16.08,16.96,15.12,7.17,9.75,6.54,8.58,8.42,9.5,9.71,15.87,14.62
71.0,5.0,16.0,15.92,11.0,7.21,5.71,13.33,5.75,9.46,10.34,9.67,6.38,17.33,21.84
70.0,8.0,27.0,4.08,2.25,7.58,1.21,2.54,2.13,1.25,1.33,2.83,2.67,2.67,5.04
68.0,12.0,6.0,17.08,16.25,15.16,6.63,13.83,8.96,8.96,9.46,6.04,8.71,10.13,16.21
77.0,1.0,6.0,5.09,0.96,6.87,0.37,1.79,2.0,8.04,1.54,4.12,5.58,10.08,17.88
69.0,5.0,6.0,5.13,4.46,7.46,1.71,5.29,0.96,2.04,1.83,1.83,2.29,5.09,16.04
73.0,11.0,27.0,8.96,8.71,9.0,3.21,8.46,3.0,4.46,3.79,5.17,4.79,9.08,11.42
74.0,8.0,8.0,9.5,8.58,9.13,3.54,6.92,3.88,5.71,6.46,5.66,5.66,10.29,14.04
69.0,12.0,17.0,6.17,4.46,21.37,6.0,3.29,7.04,17.67,7.58,8.87,10.5,12.75,26.83
69.0,4.0,27.0,13.83,13.83,9.42,8.12,15.5,6.38,10.25,10.34,13.17,10.25,15.92,15.16
73.0,1.0,29.0,10.21,11.42,8.04,4.21,7.25,6.92,9.59,10.17,9.38,10.54,15.34,16.79
71.0,3.0,29.0,3.67,1.54,6.58,2.96,5.33,1.13,3.21,2.62,4.38,3.83,6.63,6.13
67.0,3.0,14.0,22.34,20.0,20.08,14.12,21.09,16.0,22.29,21.54,17.5,21.0,30.75,31.96
78.0,8.0,15.0,14.37,12.08,11.96,5.83,11.54,8.79,8.54,6.63,9.29,5.91,9.29,10.17
72.0,5.0,2.0,13.79,11.5,5.63,3.88,9.33,3.88,4.5,6.58,4.46,5.09,11.83,10.88
70.0,3.0,29.0,14.96,13.67,13.29,8.87,15.67,10.17,16.38,14.5,15.37,11.54,19.38,22.42
73.0,6.0,17.0,11.96,10.25,11.21,5.75,11.25,9.17,11.21,9.83,10.37,8.71,15.21,13.46
63.0,3.0,23.0,6.34,8.04,4.88,1.63,6.42,3.88,4.79,7.75,3.04,6.67,14.96,10.25
75.0,10.0,9.0,4.92,3.21,3.75,1.0,3.21,0.79,4.58,2.67,3.25,2.46,8.58,8.25
63.0,11.0,26.0,22.83,13.96,14.0,12.12,13.37,9.83,14.42,10.83,13.96,12.62,14.21,17.92
76.0,5.0,5.0,8.96,7.41,6.54,2.46,4.12,2.75,5.54,4.0,6.08,3.88,13.29,9.54
77.0,4.0,26.0,13.7,15.34,9.42,7.83,15.92,10.41,14.37,11.21,11.79,10.75,19.5,21.96
61.0,10.0,5.0,9.75,3.63,8.71,2.83,5.91,3.04,5.63,3.96,4.0,6.17,4.79,8.33
63.0,3.0,18.0,14.25,8.46,9.25,9.38,12.33,10.21,12.42,10.41,10.67,12.08,10.5,16.25
62.0,10.0,7.0,12.12,14.25,8.79,8.5,14.0,9.25,8.04,9.79,8.46,10.88,15.87,13.88
70.0,7.0,21.0,6.54,4.12,8.83,4.83,8.42,6.46,9.17,7.04,9.54,7.71,10.37,14.71
67.0,2.0,7.0,7.12,8.5,16.71,5.71,9.17,4.75,7.96,5.17,4.75,8.58,9.46,12.62
67.0,10.0,29.0,14.21,11.34,8.67,7.67,11.96,7.58,10.04,8.21,9.21,6.96,14.75,19.79
61.0,11.0,25.0,5.75,7.12,5.04,5.0,9.04,6.25,11.83,6.38,6.79,10.04,12.71,15.96
66.0,4.0,18.0,20.46,14.62,15.29,10.13,13.0,9.5,16.66,14.58,12.25,11.34,16.88,26.12
61.0,4.0,27.0,4.08,7.04,7.92,3.83,3.88,3.13,6.25,3.17,5.41,4.71,7.29,7.75
76.0,5.0,24.0,15.5,15.21,12.83,7.71,15.46,9.42,11.08,11.63,15.34,12.12,21.54,25.04
64.0,3.0,29.0,7.87,6.08,7.79,2.04,10.88,4.04,7.71,8.38,5.96,8.83,9.17,10.25
63.0,9.0,8.0,15.63,13.88,12.83,7.92,16.42,10.0,13.13,10.88,10.71,11.71,19.17,17.29
66.0,12.0,17.0,18.29,18.88,19.5,11.87,20.67,17.75,26.0,19.7,19.83,21.75,29.17,34.92
70.0,5.0,2.0,16.75,18.91,16.0,10.71,17.67,13.62,16.66,16.88,14.0,15.09,27.5,17.58
73.0,9.0,2.0,12.08,13.67,11.25,4.92,10.17,5.79,5.04,3.58,5.58,5.13,10.54,17.08
71.0,1.0,28.0,12.29,10.67,6.79,3.42,8.04,0.5,8.38,1.67,3.29,2.88,9.13,5.83
67.0,3.0,8.0,9.0,8.58,11.12,4.67,8.63,6.17,9.25,7.33,8.42,9.87,8.33,16.42
63.0,7.0,22.0,3.88,2.08,3.67,1.67,4.08,1.5,6.5,3.46,3.88,4.83,4.75,5.88
61.0,3.0,7.0,6.46,10.5,8.0,5.41,10.58,6.58,3.63,6.67,7.08,7.04,16.08,8.75
64.0,2.0,9.0,3.67,2.96,3.67,1.08,4.29,1.33,7.54,4.17,1.08,5.25,11.29,10.58
62.0,10.0,15.0,3.42,2.54,2.5,0.25,1.87,0.79,3.92,0.42,2.0,5.17,6.38,11.67
77.0,10.0,3.0,14.62,13.54,14.29,5.09,10.13,8.21,10.17,9.75,10.08,6.87,14.62,15.16
76.0,6.0,1.0,13.04,8.83,10.79,7.21,10.83,6.96,12.92,8.25,9.96,10.92,11.34,14.75
69.0,9.0,9.0,16.5,15.63,12.67,8.63,14.83,10.04,10.04,9.29,10.41,13.0,18.12,20.71
72.0,10.0,24.0,4.83,7.96,6.46,2.75,5.79,4.17,9.33,5.58,6.71,5.5,11.71,15.41
72.0,8.0,10.0,5.75,7.12,6.67,2.58,7.41,4.79,7.17,5.54,6.46,4.42,7.96,10.5
68.0,5.0,20.0,10.34,6.21,6.17,5.88,7.87,4.04,5.29,6.75,4.75,5.88,9.75,12.96
64.0,5.0,17.0,12.12,11.83,7.54,6.54,11.67,8.5,7.08,9.29,6.04,8.54,7.54,9.75
65.0,10.0,26.0,10.21,11.42,11.34,6.38,10.08,8.42,6.08,9.79,7.33,12.58,18.84,17.33
74.0,9.0,15.0,10.92,7.0,6.67,3.58,6.13,3.0,2.79,5.37,3.04,4.38,7.08,10.25
66.0,7.0,11.0,11.42,7.5,12.04,6.54,8.79,5.83,7.58,6.58,7.92,6.54,12.04,13.29
63.0,3.0,29.0,7.54,8.87,5.33,5.0,10.96,6.13,8.67,8.12,5.41,4.83,9.71,3.08
70.0,10.0,17.0,3.63,4.12,4.21,2.04,5.41,4.67,5.88,7.33,5.75,6.04,13.75,19.67
63.0,6.0,18.0,20.75,14.46,15.34,12.96,20.83,15.29,17.83,17.54,17.5,16.92,21.17,18.54
64.0,2.0,1.0,13.25,13.83,12.0,8.79,13.42,12.5,17.67,14.5,11.96,15.87,15.75,18.34
66.0,4.0,4.0,28.29,27.58,25.62,14.79,27.29,17.88,21.25,20.04,16.88,14.54,21.71,24.71
66.0,10.0,16.0,11.67,9.5,7.87,3.67,11.08,5.75,5.63,5.46,4.42,5.5,8.75,10.25
64.0,4.0,25.0,12.87,15.71,13.83,9.96,14.71,12.42,12.29,15.21,8.75,14.75,20.21,18.54
71.0,10.0,4.0,6.08,10.67,4.63,2.67,7.62,5.54,5.17,3.71,5.5,5.33,8.63,11.87
66.0,8.0,7.0,10.29,6.5,6.54,5.71,7.96,3.92,5.83,4.17,5.71,2.54,9.33,4.17
61.0,9.0,27.0,11.34,6.96,9.38,6.0,11.25,6.34,8.08,6.25,7.0,10.13,14.29,14.29
71.0,7.0,24.0,11.58,5.66,11.0,4.04,9.29,3.96,7.5,3.46,7.17,4.38,9.38,14.92
72.0,2.0,16.0,24.37,23.79,16.42,11.54,20.62,13.08,17.12,18.91,14.42,20.91,32.08,37.04
77.0,1.0,13.0,26.92,19.12,24.96,14.09,18.46,13.59,17.04,12.62,12.58,14.17,13.79,22.95
78.0,8.0,9.0,7.38,3.79,5.58,3.37,4.5,4.5,3.17,1.87,5.17,3.42,5.46,7.12
77.0,11.0,29.0,9.0,6.75,5.21,0.71,2.08,0.96,1.87,1.38,0.0,0.04,6.13,8.46
71.0,8.0,23.0,9.87,7.25,8.67,3.54,9.21,3.75,3.5,7.38,6.79,5.33,11.58,9.92
67.0,12.0,28.0,19.25,14.29,13.17,9.46,15.16,7.87,16.25,12.71,15.09,15.34,22.88,33.84
70.0,3.0,20.0,14.12,13.08,12.58,7.58,12.87,11.21,15.29,12.38,13.92,10.71,16.33,18.41
62.0,7.0,7.0,6.38,8.92,6.96,4.0,5.29,3.54,3.13,4.21,2.17,4.38,10.71,5.09
77.0,1.0,23.0,4.67,8.75,4.08,0.92,4.58,5.54,2.04,4.29,3.5,4.42,10.75,12.71
68.0,5.0,18.0,7.17,8.71,16.0,5.17,6.75,2.33,5.37,6.17,3.29,2.46,9.0,8.33
71.0,8.0,30.0,12.0,10.5,9.13,5.41,15.16,8.04,11.58,8.12,11.08,8.25,13.75,17.33
76.0,1.0,2.0,29.2,25.29,20.25,15.46,23.58,14.88,18.96,17.25,17.62,18.29,24.71,27.54
65.0,3.0,13.0,6.21,5.5,10.79,4.38,4.29,2.96,8.58,4.12,4.92,8.04,8.21,9.79
75.0,3.0,1.0,12.79,11.46,14.62,5.09,10.0,6.83,10.13,7.54,8.25,3.75,8.04,11.42
63.0,2.0,17.0,12.46,14.67,12.46,5.33,11.12,6.96,7.83,8.33,6.63,7.33,11.63,13.7
74.0,3.0,23.0,14.12,6.25,14.67,4.96,8.75,9.79,13.7,11.67,14.92,10.34,9.54,18.0
66.0,7.0,10.0,15.54,13.7,11.04,7.62,13.42,9.87,7.5,11.38,8.67,11.08,16.0,15.37
61.0,6.0,17.0,14.33,11.34,15.5,9.42,12.33,9.04,12.96,9.5,11.0,10.5,14.67,16.33
72.0,11.0,10.0,15.67,19.08,10.63,8.71,12.46,7.12,15.54,13.13,12.12,11.04,23.25,28.96
62.0,8.0,1.0,4.58,5.37,6.04,2.29,7.87,3.71,4.46,2.58,4.0,4.79,7.21,7.46
63.0,3.0,4.0,20.08,18.96,18.34,14.58,18.79,15.67,14.42,17.67,14.54,17.41,21.54,21.59
64.0,10.0,20.0,7.54,8.38,7.79,1.96,4.0,3.42,5.75,5.33,3.67,7.92,11.0,10.0
75.0,4.0,22.0,4.58,5.63,3.29,2.42,7.41,2.29,4.04,4.71,5.88,6.83,6.54,9.17
69.0,8.0,5.0,12.29,11.25,11.58,6.25,12.5,9.08,7.12,9.5,10.21,11.0,18.25,18.66
64.0,12.0,17.0,18.34,13.04,16.17,9.5,11.34,7.08,8.21,8.33,7.75,9.92,13.13,17.12
62.0,10.0,29.0,12.92,10.79,13.13,5.79,10.96,9.21,11.96,8.71,8.46,10.83,15.79,18.0
70.0,4.0,30.0,8.83,10.34,6.38,3.37,8.58,6.87,8.29,8.38,9.13,6.38,14.71,11.54
65.0,7.0,24.0,7.54,7.21,7.38,5.0,8.58,5.29,10.96,6.63,7.21,7.75,9.71,9.67
76.0,6.0,10.0,12.33,14.21,12.87,7.33,12.33,9.75,10.83,10.46,11.42,9.62,19.08,18.12
63.0,7.0,21.0,5.13,8.46,5.17,6.75,8.54,6.13,7.29,11.46,6.54,9.79,16.79,13.33
69.0,12.0,12.0,3.46,6.21,4.38,0.21,6.71,5.0,2.88,4.75,1.38,0.5,12.87,13.0
62.0,5.0,18.0,14.75,12.17,10.96,7.29,10.79,6.54,11.21,8.08,5.96,8.63,11.54,10.37
77.0,12.0,7.0,14.71,11.54,16.58,6.83,11.92,12.58,15.75,17.12,13.7,14.0,16.04,33.45
75.0,4.0,18.0,7.41,11.08,5.46,3.92,10.54,6.92,6.79,8.75,9.5,6.67,19.87,13.17
62.0,1.0,12.0,20.91,20.08,16.79,16.62,22.29,14.83,23.54,15.04,19.79,16.83,21.04,18.66
66.0,12.0,14.0,7.08,11.46,6.63,1.04,10.08,5.46,9.87,5.63,4.83,4.67,13.33,12.92
71.0,12.0,27.0,8.75,6.13,9.04,3.13,7.0,7.41,13.13,12.96,11.12,10.88,19.25,27.0
61.0,4.0,30.0,11.67,11.0,9.54,5.54,9.42,5.79,5.09,8.25,6.96,6.25,12.21,8.75
73.0,3.0,10.0,12.83,15.71,6.87,3.17,10.21,4.08,3.79,4.96,4.17,2.42,4.42,7.58
68.0,11.0,6.0,23.29,21.04,21.37,7.92,21.25,10.92,16.75,14.29,10.96,12.04,16.54,23.87
70.0,9.0,4.0,6.96,8.63,9.92,6.08,13.79,9.08,12.92,11.25,12.21,8.25,15.16,20.75
63.0,3.0,30.0,15.96,6.63,10.34,7.54,11.75,6.25,9.38,6.42,7.29,5.13,7.21,3.88
61.0,7.0,7.0,11.17,7.21,7.41,8.12,14.29,9.75,14.54,9.96,13.04,11.54,15.34,17.41
71.0,7.0,25.0,8.63,5.88,9.59,6.0,7.29,4.5,8.71,1.83,5.88,3.92,9.42,5.63
70.0,5.0,28.0,10.67,7.92,6.83,4.5,10.0,5.79,5.33,6.08,7.17,6.17,10.79,11.96
65.0,8.0,11.0,10.83,15.0,11.63,10.54,13.29,9.08,11.08,11.08,9.79,12.38,16.92,17.88
61.0,11.0,16.0,7.5,4.21,9.0,2.42,5.04,1.83,2.29,1.04,0.75,2.0,0.71,7.08
78.0,5.0,20.0,2.83,2.08,4.29,1.54,2.83,1.13,2.29,3.17,2.79,3.46,4.12,12.29
77.0,8.0,14.0,7.58,6.67,6.96,5.46,7.5,8.63,7.87,5.33,7.17,5.83,9.75,11.75
61.0,5.0,6.0,23.0,19.79,21.21,14.12,22.34,15.04,16.83,17.71,16.29,17.54,28.08,23.13
62.0,8.0,15.0,10.79,10.46,8.08,7.41,12.17,6.83,10.41,8.46,8.58,6.5,11.46,13.21
62.0,11.0,3.0,5.21,3.75,6.17,3.37,8.08,3.88,6.83,1.08,2.79,3.63,5.13,7.0
76.0,7.0,28.0,7.58,6.38,8.25,4.38,7.62,4.42,5.5,6.08,7.08,6.71,10.79,13.13
68.0,5.0,21.0,5.58,4.25,5.75,2.54,4.71,0.54,3.92,2.54,2.0,2.75,6.46,7.17
72.0,3.0,22.0,5.83,4.21,4.79,2.79,3.29,1.0,6.87,4.17,4.5,5.17,9.62,15.46
75.0,10.0,14.0,9.83,9.29,11.54,3.0,10.25,6.08,7.08,5.54,8.58,9.08,11.0,16.0
71.0,4.0,11.0,6.25,1.87,9.17,1.92,2.58,0.96,1.42,1.25,2.75,1.5,5.13,3.75
77.0,8.0,4.0,16.79,14.12,15.16,7.17,13.59,10.79,14.88,9.59,13.0,11.71,15.41,15.79
62.0,4.0,28.0,4.75,2.92,10.08,2.71,3.21,3.29,5.17,3.0,4.5,3.17,9.17,2.21
67.0,5.0,19.0,22.75,18.91,15.92,11.25,18.54,12.08,15.09,11.96,12.46,11.38,18.08,17.88
64.0,1.0,13.0,14.25,11.71,18.5,7.41,12.29,6.25,15.04,12.21,8.75,14.33,14.21,24.96
67.0,8.0,12.0,18.71,11.67,10.46,10.41,15.87,11.08,15.71,12.54,13.29,16.13,15.0,24.96
74.0,4.0,20.0,7.0,7.62,4.79,0.92,7.21,1.0,1.33,2.92,2.62,2.25,5.79,10.21
65.0,12.0,10.0,21.87,21.34,11.38,11.21,16.17,8.63,14.29,8.71,10.71,9.0,12.04,17.58
65.0,6.0,10.0,9.87,14.54,6.5,5.37,12.25,7.41,4.42,8.04,5.13,7.71,9.62,4.58
68.0,10.0,26.0,12.21,10.21,8.58,6.17,9.29,5.54,3.54,7.12,5.63,5.29,9.0,12.46
62.0,7.0,5.0,11.21,8.58,7.25,6.75,7.41,6.63,7.79,8.96,8.17,12.38,10.5,14.79
77.0,5.0,17.0,6.87,4.63,16.33,3.37,2.96,4.79,5.09,3.37,4.71,3.58,4.63,9.71
61.0,10.0,24.0,26.42,21.25,23.09,16.54,24.41,15.46,17.96,18.46,16.42,22.13,27.29,30.88
72.0,3.0,13.0,15.83,11.08,15.67,7.04,11.46,8.29,11.46,6.21,10.37,8.12,11.21,15.0
64.0,7.0,15.0,11.42,12.38,13.37,7.12,12.83,8.63,11.58,14.42,8.5,13.67,22.37,17.75
70.0,7.0,16.0,10.63,3.71,6.34,3.63,8.38,5.17,7.41,4.88,8.33,5.83,10.34,13.59
66.0,5.0,8.0,16.88,13.67,10.17,5.91,9.33,5.04,5.96,5.54,4.46,6.13,9.46,8.54
73.0,5.0,25.0,11.58,13.5,9.62,6.58,12.33,9.0,4.75,7.83,7.87,6.87,10.71,12.04
65.0,11.0,27.0,19.87,18.25,13.79,11.08,13.54,9.25,16.33,10.41,10.5,12.12,15.09,24.71
67.0,1.0,16.0,21.29,18.41,15.83,14.04,16.29,10.41,7.75,12.67,9.38,14.67,17.96,20.88
63.0,11.0,6.0,4.0,1.92,4.83,0.96,4.17,0.37,3.0,2.58,0.87,0.87,7.25,2.96
68.0,12.0,16.0,14.5,9.87,9.54,3.75,11.42,5.88,4.5,7.17,6.38,5.41,11.75,8.83
69.0,12.0,25.0,12.83,12.58,8.46,4.17,5.41,4.67,6.21,5.41,5.17,3.92,13.88,10.96
64.0,11.0,12.0,12.21,12.46,9.42,6.58,13.92,8.54,14.04,9.25,8.42,11.38,18.38,20.04
77.0,4.0,14.0,14.79,8.54,10.46,6.83,10.88,8.96,14.12,6.25,9.29,11.34,10.58,17.83
77.0,10.0,23.0,22.29,20.08,16.0,7.87,14.0,12.5,16.5,14.46,13.7,12.71,21.25,21.59
71.0,9.0,26.0,16.29,17.16,11.54,7.79,16.66,10.13,8.71,8.38,8.42,7.21,12.54,14.88
